title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg,n_user_score
ACA NeoGeo: King of the Monsters,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",E10+,2017-07-20,"King of the Monsters is an action/fighting game that features city-destroying battles between huge monsters. Choose one of six monsters and travel around Japan, stopping to fight in various famous cities, with the aim of becoming the ultimate winner. In addition to punches, kicks, and other regular moves, each character has the ability to use more devastating maneuvers, like throwing flames and shooting laser beams, to defeat opponents. Wrestling elements are also incorporated, as you must completely exhaust your opponent and get a three-count to pin him and be victorious. Take on the challenge and claim the title of King of the Monsters!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NeoGeo: Last Resort,PlayStation 4,SNK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical', 'Horizontal']",E,2017-05-02,"Suddenly the symbol of the space age, Space Colony, was attacked by a computer virus. Would human beings be ruined by the civilization of their own development? SOS! SOS! People cannot wait any longer for a rescue operation of last resort! Armed with the super weapon, Force, which guards and attacks by its special movements, fight against unknown mechanical bodies in this great new side-scrolling shooter!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,2.0,0.0,0.0
ACA NeoGeo: Magical Drop II,PlayStation 4,Hamster,"['Puzzle', 'Matching']",T,2017-06-20,The worldwide arcade hit brought to you by Bandai will keep you bursting bubbles and stacking combo points in this puzzler that will have your brain bubbling!,0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NeoGeo: Magician Lord,PlayStation 4,ADK,"['Action Adventure', 'General']",T,2017-08-31,"Step into the sorcerer's world! Elta, the last descendant of the MAGICIAN LORD is on a journey to find the eight missing volumes of the Sorcerer's Books... To end the years of chaos and horror, and to help the land he loves.",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,1.0,0.0,0.0
ACA NeoGeo: Metal Slug,PlayStation 4,SNK Playmore,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,2016-11-28,"Players control Marco and Tarma, both members of the special-ops force Team Peregrine Falcon (commonly known as Team PF), and battle their way through stage after stage of intense action. The goal is to try to overthrow General Morden and win back the stolen weapon, the Metal Slug. Players must blast through waves of enemies and machines (while also jumping over any obstacles in the way) to advance through the stages. It's not as hopeless as it might sound, though - weapons such as heavy machine guns, shotguns, rocket launchers and flamethrowers, as well as the Metal Slug itself (which appears frequently in the game), will make the battle easier.",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,1.0,0.0
ACA NeoGeo: Metal Slug 2,PlayStation 4,SNK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,2017-06-01,"The Intelligence Agency has just intercepted a transmission concerning another full-scale coup. It's up to us to stop this with everything we got and hit them so hard, they'll never get up again! For this mission, Eri Kasamoto and Fio Germi have been newly assigned as your partners. If there aren't any further questions, you ship out at noon. I don't have to say it, but the fate of this mission rests on you! Good luck! We're pullin' for you!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NeoGeo: Metal Slug X,PlayStation 4,SNK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,2017-10-11,"Brace yourself for non-stop battle action in the hit straight from the arcades! In Metal Slug X, you'll chose from four tough-as-nails soldiers ready for missions that only the best could survive. Rescue hostages while blowing terrorists back to the stone-age using your personal weaponry AND their own machine!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NeoGeo: Mutation Nation,PlayStation 4,SNK,"['Action', ""Beat-'Em-Up"", '2D']",T,2017-10-27,"In the year 2050... Bio-chemistry and genetics has surpassed even our own imagination. A scientist who had been working on a bizarre genetic experiment is banned by his Superiors and suddenly, his bio-chemical laboratory collapses in a massive explosion. Years later, people become vulnerable to the same genetic virus... creating a nation of mutants... THE MUTATION NATION! Can you stop the mutation invasion?",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,1.0,0.0
ACA NeoGeo: NAM-1975,PlayStation 4,"SNK Playmore, SNK Corporation","['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",T,2017-03-02,Nam-1975 is an action game released by SNK in 1990. It was one of the first ever games released on NeoGeo. Players assume the role of U.S. Special Forces soldiers braving a harsh battlefield as they try to survive a series of deadly firefights.,0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NeoGeo: Neo Turf Masters,PlayStation 4,"SNK Playmore, SNK Corporation","['Sports', 'Individual', 'Golf', 'Sim']",E,2017-02-23,"The player picks one of six available golfers and competes on a number of golf courses around the world, including Japan (Fujiyama Oriental Golf Club), America (Grand Canyon Golf Course), Australia (Blue Lagoon Golf Course), and Germany (Baden Golf Course). The game features two modes of play. The first is Stroke Play, in which the player attempts to get the best score by playing all 18 holes. The second is Match Play, in which two players compete to see who can win more of the 18 holes. Get ready to hit the fairway!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NeoGeo: OverTop,PlayStation 4,ADK,"['Racing', 'Arcade', 'Automobile']",E,2017-05-16,"Over Top is a racing game released by SNK in 1996. Players participate in races through urban areas, mountainous regions, and snowy roads. The courses also feature weather variations to add more variety to the game.",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NeoGeo: Power Spikes II,PlayStation 4,Video System,"['Sports', 'Team', 'Volleyball']",E,2018-01-18,,0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,1.0,0.0,0.0
ACA NeoGeo: Pulstar,PlayStation 4,Aicom,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E10+,2017-07-10,"2256 A.D. Alien forces swept into the solar system, and fighting spread throughout the system in two years. An elite group force, codenamed: PULSTAR, remains as Earth's final hope. Take items to snap on powerful options! Break your enemies with the various arsenals!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NeoGeo: Puzzled,PlayStation 4,Hamster,"['Puzzle', 'Stacking']",E,2017-08-31,"Once upon a time, the god of sun built a huge wall in the center of the ""man's village"" and the ""woman's village"" where they had been fighting for a long, long time. This caused even more trouble, in that the tower blocked all the sunlight to both villages. Rad and Am were sent to travel up the tower of sun full of various falling blocks. Capable of 2-player simultaneous drop-in play!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,1.0,0.0,0.0
ACA NeoGeo: Real Bout Fatal Fury,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,2017-10-13,"The Final Battle: Geese Howard Must Go! The big name in fighting games reaches its fifth chapter. And this time, Geese is back in the final boss seat! The last battle between Geese and the brothers Bogard is about to begin!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NeoGeo: Real Bout Fatal Fury Special,PlayStation 4,SNK,"['Action', 'Fighting', '2D']",T,2017-12-14,"The supreme trial of strength awaits! 19 of Fatal Fury's hottest heroes collide! One year since the fearsome conclusion to ""Real Bout"", the hungry wolves ready themselves for a new battle, ""Real Bout Special"" - the paramount pugilistic proving ground!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,1.0,0.0
ACA NeoGeo: Robo Army,PlayStation 4,SNK,"['Action', ""Beat-'Em-Up"", '2D']",E10+,2017-10-19,"In a world full of chaos and destruction, a new dark power ruled the land. The cyber army called Hell Jeed have come within reach of their final objective... to create cyber cities; robot-infested cities where no human can be found. A hostile takeover... the people were no match... the masses were slaughtered... their human brains used to equip the new soldiers of Hell Jeed. The cyber army's invasion struck fear into the population of the major cities and the few lucky inhabitants fled for their lives. Unprotected and battle scarred, the world seemed doomed and mankind's end near... But all hope was not lost. Maxima and Rocky have been called to return peace to the land. Will Hell Jeed dominate the world? Can Hell Jeed be stopped? In this 46-MEG 2-player action-smash, attempt to defeat the evil Hell Jeed by helping Maxima and Rocky, the two greatest war soldiers of the legendary ROBO ARMY!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NEOGEO: Samurai Shodown,PlayStation 4,SNK Playmore,"['Action', 'Fighting', '2D']",T,2016-12-09,"A fighting game that was originally released by SNK in 1993. The game features 12 swordmasters, each with their own unique personality. They will battle among each other before taking on Shiro Tokisada Amakusa in the game’s climax. [Playstation.com]",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,1.0,0.0
ACA NeoGeo: Samurai Shodown II,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,2017-10-11,"To be or not to be? You'll soon find out the answer! They've licked their wounds, improved their techniques, and now they're back! The world's 15 fiercest warriors clang steel in a fast and furious fest of fencing festivities. Use new characters and new feints of Fury to hack, slice, dice, and Julien fry your way to victory!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NeoGeo: Sengoku,PlayStation 4,SNK,"['Action', ""Beat-'Em-Up"", '2D']",T,2017-03-16,"It's the final battle. A warlord in the past planned to conquer the world by brutal attack. Now, 400 years later, this ""Demon Castle"" suddenly appeared in the sky above Washington D.C. The prophecy came true! Only two samurai warriors with the special weapon can stop the revival of this ghost!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
ACA NeoGeo: Sengoku 2,PlayStation 4,SNK,"['Action', ""Beat-'Em-Up"", '2D']",T,2017-06-15,"Return to the mystical battle worlds. Re-enter the nightmare that never seems to end. The great confrontation with the demonic warlord in the Demon Castle should mean the end, but the war has just begun... The Demon Castle looms high above the land and the Sovereign of Darkness commands the towering fortress. The legendary samurai warriors are summoned again. Now, they must travel through time, but with newfound experience and powers. Fight with more attack techniques, new power-ups, more magic, and transform into one of four identities as you battle through this 2-player simultaneous, action-fighting, monster of sequels, SENGOKU II.",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,1.0,0.0
ACA NeoGeo: Shock Troopers,PlayStation 4,Saurus,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",T,2018-01-25,"A run-and-gun shooting game featuring 8 mercenaries who face a huge terrorist organization, enlist for action on NEOGEO Station! You can choose between 2 fighting styles: Control one character in ""LONELY WOLF"" mode, or pick up a team of 3 soldiers you can switch between at any time in ""TEAM BATTLE"" mode. Run through the battlefield and choose the best routes and strategy!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
